№,ID ЖК,Место Регион / РФ,+/-,Наименование ЖК,Регион,Адрес ЖК,Оценка ЕРЗ,Квартир в продаже,Класс,Этажность,Застройщик,Рейтинг ЕРЗ
63.0,16256459001.0,62/241,-1,ЖК Режиссёр | https://erzrf.ru/novostroyki/zhk-rezhissyor-16256459001?regionKey=143443001&gkId=16256459001,г.Москва,"г.Москва, округ Северо-Восточный, р-н Ростокино, ул.Вильгельма Пика",48.35,66.0,элитный,высотные дома,ГК ФСК | https://erzrf.ru/zastroyschiki/brand/755344001?regionKey=0&organizationId=755344001,4.0
64.0,20548836001.0,64/246,-1,ЖК FORST | https://erzrf.ru/novostroyki/zhk-forst-20548836001?regionKey=143443001&gkId=20548836001,г.Москва,"г.Москва, округ Центральный, р-н Даниловский",48.25,25.0,бизнес,дома повышенной этажности,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
65.0,21946206001.0,65/252,-1,ЖК Саввинская 17 | https://erzrf.ru/novostroyki/zhk-savvinskaja-17-21946206001?regionKey=143443001&gkId=21946206001,г.Москва,"г.Москва, округ Центральный, р-н Хамовники, наб.Саввинская",48.0,5.0,элитный,среднеэтажные дома,Level Group | https://erzrf.ru/zastroyschiki/brand/6150430001?regionKey=0&organizationId=6150430001,4.5
66.0,18511766001.0,66/260,-1,ЖК Symphony 34 | https://erzrf.ru/novostroyki/zhk-symphony-34-18511766001?regionKey=143443001&gkId=18511766001,г.Москва,"г.Москва, округ Северный, р-н Савёловский, ул.2-я Хуторская",47.7,482.0,элитный,высотные дома,MR Group | https://erzrf.ru/zastroyschiki/brand/430836001?regionKey=0&organizationId=430836001,3.0
67.0,16881736001.0,67/263,-1,ЖК Бадаевский | https://erzrf.ru/novostroyki/zhk-badaevskij-16881736001?regionKey=143443001&gkId=16881736001,г.Москва,"г.Москва, округ Западный, р-н Дорогомилово, пр-кт Кутузовский",47.65,40.0,элитный,дома повышенной этажности,Capital Group | https://erzrf.ru/zastroyschiki/brand/430410001?regionKey=0&organizationId=430410001,5.0
68.0,22145537001.0,68/264,0,ЖК Инсайдер | https://erzrf.ru/novostroyki/zhk-insajder-22145537001?regionKey=143443001&gkId=22145537001,г.Москва,"г.Москва, округ Южный, р-н Даниловский, ул.Автозаводская",47.6,246.0,бизнес,многоэтажные дома,ГК РКС Девелопмент | https://erzrf.ru/zastroyschiki/brand/401870001?regionKey=0&organizationId=401870001,5.0
69.0,21663946001.0,69/265,+107,ЖК UNO.Головинские пруды | https://erzrf.ru/novostroyki/zhk-unogolovinskie-prudy-21663946001?regionKey=143443001&gkId=21663946001,г.Москва,"г.Москва, округ Северный, р-н Головинский, ул.Михалковская",47.55,23.0,бизнес,высотные дома,ГК ОСНОВА | https://erzrf.ru/zastroyschiki/brand/6201034001?regionKey=0&organizationId=6201034001,5.0
70.0,22384246001.0,70/276,-1,ЖК Клубный дом OPUS | https://erzrf.ru/novostroyki/zhk-klubnyj-dom-opus-22384246001?regionKey=143443001&gkId=22384246001,г.Москва,"г.Москва, округ Южный, р-н Даниловский, ул.Дербеневская",47.2,72.0,элитный,многоэтажные дома,ГК Пионер | https://erzrf.ru/zastroyschiki/brand/430031001?regionKey=0&organizationId=430031001,5.0
71.0,10064330001.0,71/278,-1,ЖК Саларьево парк (д. Николо-Хованское) | https://erzrf.ru/novostroyki/zhk-salarevo-park-d-nikolo-khovanskoe-10064330001?regionKey=143443001&gkId=10064330001,г.Москва,"дер.Николо-Хованское, округ Новомосковский",47.15,127.0,эконом,многоэтажные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
72.0,5667278001.0,71/278,-1,ЖК Саларьево парк (д. Саларьево) | https://erzrf.ru/novostroyki/zhk-salarevo-park-d-salarevo-5667278001?regionKey=143443001&gkId=5667278001,г.Москва,"дер.Саларьево, округ Новомосковский, уч. 22/1",47.15,127.0,комфорт,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
73.0,22711621001.0,73/280,-1,ЖК The LAKE | https://erzrf.ru/novostroyki/zhk-the-lake-22711621001?regionKey=143443001&gkId=22711621001,г.Москва,"г.Москва, округ Северо-Восточный, р-н Свиблово, ул.Снежная",47.1,21.0,элитный,многоэтажные дома,ГК ФСК | https://erzrf.ru/zastroyschiki/brand/755344001?regionKey=0&organizationId=755344001,4.0
74.0,18182033001.0,74/281,-1,ЖК Михалковский | https://erzrf.ru/novostroyki/zhk-mikhalkovskij-18182033001?regionKey=143443001&gkId=18182033001,г.Москва,"г.Москва, округ Северный, р-н Головинский, ул.Михалковская",47.05,147.0,комфорт,дома повышенной этажности,РГ-Девелопмент | https://erzrf.ru/zastroyschiki/brand/3136702001?regionKey=0&organizationId=3136702001,4.5
75.0,3729543001.0,75/282,-1,ЖК Green park | https://erzrf.ru/novostroyki/zhk-green-park-3729543001?regionKey=143443001&gkId=3729543001,г.Москва,"г.Москва, округ Северо-Восточный, р-н Останкинский, ул.Сельскохозяйственная",47.0,44.0,комфорт,дома повышенной этажности,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
76.0,1222973001.0,76/295,-1,ЖК Рассказово | https://erzrf.ru/novostroyki/zhk-rasskazovo-1222973001?regionKey=143443001&gkId=1222973001,г.Москва,"дер.Рассказовка, округ Новомосковский",46.75,317.0,комфорт,многоэтажные дома,Холдинг Sezar Group | https://erzrf.ru/zastroyschiki/brand/1214960001?regionKey=0&organizationId=1214960001,4.5
77.0,7514898001.0,77/298,-1,ЖК Береговой | https://erzrf.ru/novostroyki/zhk-beregovoj-7514898001?regionKey=143443001&gkId=7514898001,г.Москва,"г.Москва, округ Западный, р-н Филёвский Парк, пр-д Береговой",46.7,206.0,бизнес,высотные дома,ГК Главстрой | https://erzrf.ru/zastroyschiki/brand/1961151001?regionKey=0&organizationId=1961151001,1.5
78.0,22860538001.0,78/301,0,ЖК Страна.Озёрная | https://erzrf.ru/novostroyki/zhk-strana-ozernaja-22860538001?regionKey=143443001&gkId=22860538001,г.Москва,"г.Москва, округ Западный, р-н Очаково-Матвеевское, ул.Озерная",46.6,72.0,бизнес,высотные дома,ГК Страна Девелопмент | https://erzrf.ru/zastroyschiki/brand/5339663001?regionKey=0&organizationId=5339663001,5.0
79.0,23074433001.0,79/306,0,ЖК Level Бауманская | https://erzrf.ru/novostroyki/zhk-level-baumanskaja-23074433001?regionKey=143443001&gkId=23074433001,г.Москва,"г.Москва, округ Центральный, р-н Басманный, ул.Большая Почтовая",46.5,43.0,бизнес,дома повышенной этажности,Level Group | https://erzrf.ru/zastroyschiki/brand/6150430001?regionKey=0&organizationId=6150430001,4.5
80.0,22889608001.0,80/309,+1,ЖК Stories на Мосфильмовской | https://erzrf.ru/novostroyki/zhk-stories-na-mosfilmovskoj-22889608001?regionKey=143443001&gkId=22889608001,г.Москва,"г.Москва, округ Западный, р-н Очаково-Матвеевское, ул.Лобачевского",46.4,126.0,бизнес,высотные дома,OCTOBER GROUP | https://erzrf.ru/zastroyschiki/brand/22889333001?regionKey=0&organizationId=22889333001,н/р
81.0,17014240001.0,81/312,+6,ЖК Новое Внуково | https://erzrf.ru/novostroyki/zhk-novoe-vnukovo-17014240001?regionKey=143443001&gkId=17014240001,г.Москва,"дер.Санино (в составе г. о. Москва), округ Новомосковский, ул.Горького",46.35,268.0,эконом,многоэтажные дома,ГК Самолет | https://erzrf.ru/zastroyschiki/brand/2366201001?regionKey=0&organizationId=2366201001,4.5
82.0,21870592001.0,82/314,0,ЖК Sydney Prime | https://erzrf.ru/novostroyki/zhk-sydney-prime-21870592001?regionKey=143443001&gkId=21870592001,г.Москва,"г.Москва, округ Северо-Западный, р-н Хорошёво-Мнёвники, ул.Шеногина",46.3,18.0,элитный,многоэтажные дома,ГК ФСК | https://erzrf.ru/zastroyschiki/brand/755344001?regionKey=0&organizationId=755344001,4.0
83.0,16938361001.0,83/318,+1,ЖК Аквилон BESIDE | https://erzrf.ru/novostroyki/zhk-akvilon-beside-16938361001?regionKey=143443001&gkId=16938361001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Нижегородский, пр-кт Рязанский",46.15,4.0,комфорт,высотные дома,Группа Аквилон | https://erzrf.ru/zastroyschiki/brand/391375001?regionKey=0&organizationId=391375001,5.0
84.0,12082349001.0,84/322,+27,ЖК Алхимово | https://erzrf.ru/novostroyki/zhk-alkhimovo-12082349001?regionKey=143443001&gkId=12082349001,г.Москва,"дер.Алхимово (в составе г. о. Москва), округ Новомосковский",46.05,87.0,комфорт,многоэтажные дома,ГК Самолет | https://erzrf.ru/zastroyschiki/brand/2366201001?regionKey=0&organizationId=2366201001,4.5
85.0,6324113001.0,85/324,0,ЖК Capital Towers | https://erzrf.ru/novostroyki/zhk-capital-towers-6324113001?regionKey=143443001&gkId=6324113001,г.Москва,"г.Москва, округ Центральный, р-н Пресненский, наб.Краснопресненская",45.95,48.0,элитный,высотные дома,Capital Group | https://erzrf.ru/zastroyschiki/brand/430410001?regionKey=0&organizationId=430410001,5.0
86.0,9719194001.0,85/324,0,ЖК ILove | https://erzrf.ru/novostroyki/zhk-ilove-9719194001?regionKey=143443001&gkId=9719194001,г.Москва,"г.Москва, округ Северо-Восточный, р-н Останкинский, ул.Бочкова",45.95,235.0,бизнес,высотные дома,ГК КОРТРОС | https://erzrf.ru/zastroyschiki/brand/429541001?regionKey=0&organizationId=429541001,4.0
87.0,24104426001.0,87/327,0,ЖК MyPriority Paveletskaya | https://erzrf.ru/novostroyki/zhk-mypriority-paveletskaya-24104426001?regionKey=143443001&gkId=24104426001,г.Москва,"г.Москва, округ Центральный, р-н Замоскворечье, ул.Дубининская",45.85,72.0,бизнес,высотные дома,ГК Гранель | https://erzrf.ru/zastroyschiki/brand/955386001?regionKey=0&organizationId=955386001,4.5
88.0,368746001.0,87/327,0,ЖК Переделкино Ближнее | https://erzrf.ru/novostroyki/zhk-peredelkino-blizhnee-368746001?regionKey=143443001&gkId=368746001,г.Москва,"дер.Рассказовка, округ Новомосковский, ул.Самуила Маршака",45.85,891.0,комфорт,многоэтажные дома,ГК АБСОЛЮТ | https://erzrf.ru/zastroyschiki/brand/934095001?regionKey=0&organizationId=934095001,4.5
89.0,9922331001.0,89/333,+1,ЖК Aquatoria (Акватория) | https://erzrf.ru/novostroyki/zhk-aquatoria-akvatorija-9922331001?regionKey=143443001&gkId=9922331001,г.Москва,"г.Москва, округ Северный, р-н Левобережный, ш.Ленинградское",45.75,14.0,бизнес,дома повышенной этажности,Wainbridge | https://erzrf.ru/zastroyschiki/brand/9856778001?regionKey=0&organizationId=9856778001,4.5
90.0,21481088001.0,90/336,+107,ЖК ФИЗТЕХСИТИ | https://erzrf.ru/novostroyki/zhk-fiztekhsiti-21481088001?regionKey=143443001&gkId=21481088001,г.Москва,"г.Москва, округ Северный, р-н Северный, ул.Новодачная",45.7,82.0,бизнес,дома повышенной этажности,ГК ОСНОВА | https://erzrf.ru/zastroyschiki/brand/6201034001?regionKey=0&organizationId=6201034001,5.0
91.0,21364703001.0,91/338,+36,ЖК Nametkin Tower | https://erzrf.ru/novostroyki/zhk-nametkin-tower-21364703001?regionKey=143443001&gkId=21364703001,г.Москва,"г.Москва, округ Юго-Западный, р-н Черёмушки, ул.Намёткина",45.65,577.0,бизнес,высотные дома,ГК ОСНОВА | https://erzrf.ru/zastroyschiki/brand/6201034001?regionKey=0&organizationId=6201034001,5.0
92.0,19067898001.0,92/348,+1,ЖК Кинетик | https://erzrf.ru/novostroyki/zhk-kinetik-19067898001?regionKey=143443001&gkId=19067898001,г.Москва,"г.Москва, округ Северный, р-н Западное Дегунино, ш.Дмитровское",45.35,40.0,комфорт,высотные дома,UDS | https://erzrf.ru/zastroyschiki/brand/834259001?regionKey=0&organizationId=834259001,5.0
93.0,24255138001.0,93/353,+1,ЖК Дом 56 | https://erzrf.ru/novostroyki/zhk-dom-56-24255138001?regionKey=143443001&gkId=24255138001,г.Москва,"г.Москва, округ Центральный, р-н Басманный, ул.Фридриха Энгельса",45.3,40.0,элитный,высотные дома,Галс-Девелопмент | https://erzrf.ru/zastroyschiki/brand/429942001?regionKey=0&organizationId=429942001,н/р
94.0,7645842001.0,94/356,+1,ЖК Любовь и голуби | https://erzrf.ru/novostroyki/zhk-ljubov-i-golubi-7645842001?regionKey=143443001&gkId=7645842001,г.Москва,"г.Москва, округ Северный, р-н Западное Дегунино, ул.Дегунинская",45.25,2.0,комфорт,высотные дома,UPSIDE DEVELOPMENT | https://erzrf.ru/zastroyschiki/brand/2893990001?regionKey=0&organizationId=2893990001,5.0
95.0,24206507001.0,95/361,+1,ЖК ЗИЛАРТ GRAND | https://erzrf.ru/novostroyki/zhk-zilart-grand-24206507001?regionKey=143443001&gkId=24206507001,г.Москва,"г.Москва, округ Южный, р-н Даниловский, ул.Автозаводская",45.0,880.0,бизнес,высотные дома,Группа ЛСР | https://erzrf.ru/zastroyschiki/brand/429468001?regionKey=0&organizationId=429468001,5.0
96.0,15900048001.0,96/370,+1,ЖК Victory Park Residences | https://erzrf.ru/novostroyki/zhk-victory-park-residences-15900048001?regionKey=143443001&gkId=15900048001,г.Москва,"г.Москва, округ Западный, р-н Дорогомилово, ул.Братьев Фонченко",44.8,62.0,элитный,многоэтажные дома,ANT Development | https://erzrf.ru/zastroyschiki/brand/12919696001?regionKey=0&organizationId=12919696001,1.5
97.0,9156493001.0,96/370,+1,ЖК Люблинский парк | https://erzrf.ru/novostroyki/zhk-ljublinskij-park-9156493001?regionKey=143443001&gkId=9156493001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Люблино, ул.Люблинская",44.8,664.0,комфорт,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
98.0,17659280001.0,98/379,+2,ЖК Slava | https://erzrf.ru/novostroyki/zhk-slava-17659280001?regionKey=143443001&gkId=17659280001,г.Москва,"г.Москва, округ Северный, р-н Беговой, пр-кт Ленинградский",44.55,78.0,элитный,высотные дома,MR Group | https://erzrf.ru/zastroyschiki/brand/430836001?regionKey=0&organizationId=430836001,3.0
99.0,23590436001.0,99/381,+2,ЖК Дом на Зорге | https://erzrf.ru/novostroyki/zhk-dom-na-zorge-23590436001?regionKey=143443001&gkId=23590436001,г.Москва,"г.Москва, округ Северный, р-н Хорошёвский, ул.Зорге",44.5,140.0,бизнес,многоэтажные дома,ГК А101 | https://erzrf.ru/zastroyschiki/brand/1075233001?regionKey=0&organizationId=1075233001,5.0
100.0,9732204001.0,100/384,+2,ЖК Золотой остров (The Residences at Mandarin Oriental) | https://erzrf.ru/novostroyki/zhk-zolotoj-ostrov-the-residences-mandarin-oriental-9732204001?regionKey=143443001&gkId=9732204001,г.Москва,"г.Москва, округ Центральный, р-н Якиманка, пл.Болотная",44.45,1.0,элитный,среднеэтажные дома,Capital Group | https://erzrf.ru/zastroyschiki/brand/430410001?regionKey=0&organizationId=430410001,5.0
101.0,20745158001.0,101/387,+2,ЖК Rotterdam | https://erzrf.ru/novostroyki/zhk-rotterdam-20745158001?regionKey=143443001&gkId=20745158001,г.Москва,"г.Москва, округ Южный, р-н Нагатино-Садовники, ш.Варшавское",44.4,101.0,бизнес,высотные дома,ГК ФСК | https://erzrf.ru/zastroyschiki/brand/755344001?regionKey=0&organizationId=755344001,4.0
